 ;Area;Circ.;Feret;FeretX;FeretY;FeretAngle;MinFeret;AR;Round;Solidity
1;100.966;0.785;14.210;0.386;0.299;135.082;10.034;1.003;0.997;1.000
2;5.806E-5;1.000;0.011;3.887;0.299;153.435;0.007;1.327;0.753;0.909
3;8.710E-5;0.354;0.027;8.834;0.299;174.806;0.005;5.531;0.181;0.811
4;1.916E-4;0.786;0.026;7.253;0.301;131.186;0.012;2.148;0.466;0.868
5;2.903E-5;1.000;0.009;10.243;0.308;56.310;0.005;1.553;0.644;0.909
6;3.484E-5;1.000;0.009;0.677;0.306;123.690;0.005;1.500;0.667;1.000
7;4.819E-4;0.482;0.047;6.010;0.328;23.962;0.019;3.407;0.294;0.725
8;0.006;0.607;0.146;10.123;0.352;173.346;0.064;2.365;0.423;0.906
9;8.129E-5;0.750;0.017;7.323;0.320;33.690;0.009;2.139;0.467;0.824
10;5.806E-6;1.000;0.003;10.236;0.311;135.000;0.002;1.000;1.000;1.000
11;6.968E-5;1.000;0.012;7.275;0.325;36.870;0.010;1.281;0.780;0.857
12;1.277E-4;0.659;0.023;7.289;0.323;161.565;0.007;3.435;0.291;0.898
13;1.742E-5;1.000;0.007;7.282;0.330;135.000;0.005;1.464;0.683;0.857
14;1.161E-4;0.925;0.016;2.940;0.335;116.565;0.010;1.417;0.706;0.930
15;5.226E-4;0.817;0.033;3.858;0.364;17.103;0.024;1.327;0.754;0.870
16;0.002;0.797;0.066;5.005;0.383;118.443;0.040;1.703;0.587;0.915
17;1.161E-5;1.000;0.005;4.147;0.388;153.435;0.002;2.000;0.500;1.000
18;5.806E-5;1.000;0.011;7.542;0.417;116.565;0.007;1.327;0.753;0.909
19;4.064E-5;1.000;0.009;10.243;0.431;123.690;0.007;1.069;0.936;0.875
20;5.806E-6;1.000;0.003;1.402;0.501;135.000;0.002;1.000;1.000;1.000
21;8.129E-5;0.696;0.017;0.822;0.506;123.690;0.009;2.234;0.448;0.800
22;0.001;0.549;0.055;10.065;0.547;34.380;0.050;1.035;0.966;0.750
23;8.129E-5;1.000;0.014;1.475;0.513;120.964;0.007;1.662;0.602;0.966
24;4.645E-5;1.000;0.011;6.118;0.525;116.565;0.005;2.000;0.500;1.000
25;5.574E-4;0.855;0.035;10.019;0.533;123.690;0.024;1.387;0.721;0.910
26;9.871E-5;1.000;0.014;8.976;0.542;30.964;0.010;1.263;0.792;0.919
27;5.806E-6;1.000;0.003;6.614;0.540;135.000;0.002;1.000;1.000;1.000
28;8.361E-4;0.824;0.044;8.969;0.576;22.380;0.027;1.671;0.599;0.897
29;0.001;0.906;0.050;10.041;0.561;129.094;0.041;1.136;0.880;0.929
30;1.045E-4;1.000;0.014;8.954;0.578;30.964;0.012;1.220;0.819;0.857
31;5.226E-4;0.351;0.053;2.557;0.593;15.945;0.019;3.362;0.297;0.677
32;4.645E-5;0.914;0.011;3.489;0.578;26.565;0.007;1.435;0.697;0.842
33;1.335E-4;1.000;0.015;9.072;0.581;38.660;0.012;1.132;0.884;0.885
34;5.226E-5;0.726;0.014;5.542;0.600;59.036;0.006;2.627;0.381;0.783
35;5.806E-6;1.000;0.003;3.508;0.590;135.000;0.002;1.000;1.000;1.000
36;0.001;0.918;0.045;5.651;0.634;53.746;0.038;1.167;0.857;0.922
37;9.871E-5;0.911;0.014;7.848;0.610;30.964;0.012;1.207;0.829;0.872
38;5.806E-6;1.000;0.003;7.130;0.607;135.000;0.002;1.000;1.000;1.000
39;7.374E-4;0.592;0.047;3.188;0.612;111.251;0.029;1.982;0.505;0.784
40;4.297E-4;1.000;0.027;2.578;0.622;116.565;0.022;1.124;0.890;0.943
41;1.742E-5;1.000;0.007;7.947;0.631;135.000;0.005;1.464;0.683;0.857
42;1.161E-5;1.000;0.005;7.718;0.639;116.565;0.002;2.000;0.500;1.000
43;3.484E-5;1.000;0.009;9.325;0.651;123.690;0.005;1.500;0.667;1.000
44;8.710E-5;0.869;0.015;6.855;0.667;38.660;0.009;1.914;0.522;0.833
45;8.129E-5;1.000;0.013;7.855;0.689;158.199;0.010;1.264;0.791;0.848
46;4.645E-5;0.740;0.013;5.424;0.694;111.801;0.005;2.392;0.418;0.889
47;1.742E-5;1.000;0.007;5.422;0.716;135.000;0.005;1.464;0.683;0.857
48;1.277E-4;1.000;0.015;10.212;0.728;38.660;0.012;1.101;0.908;0.936
49;2.787E-4;0.610;0.034;4.882;0.723;129.289;0.013;3.000;0.333;0.793
50;5.806E-6;1.000;0.003;5.458;0.725;135.000;0.002;1.000;1.000;1.000
51;5.226E-5;1.000;0.011;5.402;0.742;26.565;0.007;1.340;0.746;0.857
52;2.090E-4;0.726;0.026;6.725;0.754;33.690;0.014;2.361;0.424;0.800
53;6.387E-5;1.000;0.012;5.949;0.749;36.870;0.007;1.372;0.729;0.957
54;1.335E-4;0.992;0.017;6.569;0.764;33.690;0.010;1.503;0.665;0.979
55;5.922E-4;0.823;0.034;8.602;0.778;39.289;0.027;1.300;0.769;0.887
56;9.755E-4;0.783;0.048;4.559;0.771;153.435;0.028;1.787;0.560;0.882
57;2.323E-5;1.000;0.007;10.212;0.773;135.000;0.005;1.000;1.000;1.000
58;0.003;0.340;0.120;4.875;0.781;109.885;0.052;2.816;0.355;0.566
59;1.626E-4;1.000;0.018;8.752;0.788;156.801;0.012;1.451;0.689;0.903
60;0.002;0.837;0.055;2.651;0.831;23.199;0.053;1.013;0.987;0.839
61;0.001;0.668;0.064;8.708;0.853;55.713;0.031;2.323;0.430;0.876
62;8.129E-5;0.993;0.013;5.783;0.805;111.801;0.010;1.388;0.720;0.824
63;1.684E-4;1.000;0.018;5.834;0.810;164.055;0.014;1.175;0.851;0.866
64;1.045E-4;1.000;0.014;3.964;0.824;30.964;0.012;1.130;0.885;0.857
65;7.142E-4;0.925;0.039;4.899;0.824;158.199;0.027;1.529;0.654;0.928
66;9.522E-4;0.499;0.056;8.508;0.865;19.983;0.031;1.789;0.559;0.722
67;1.161E-5;1.000;0.005;3.142;0.855;116.565;0.002;2.000;0.500;1.000
68;6.387E-5;0.976;0.012;6.990;0.865;36.870;0.010;1.343;0.745;0.815
69;1.045E-4;0.734;0.020;4.077;0.875;45.000;0.009;2.810;0.356;0.766
70;8.535E-4;0.445;0.045;5.639;0.877;154.799;0.032;1.500;0.667;0.735
71;5.806E-6;1.000;0.003;2.361;0.887;135.000;0.002;1.000;1.000;1.000
72;7.548E-5;0.922;0.013;4.092;0.894;21.801;0.010;1.287;0.777;0.812
73;9.290E-5;0.671;0.018;8.761;0.906;66.801;0.008;2.632;0.380;0.780
74;1.626E-4;1.000;0.019;9.246;0.911;119.745;0.012;1.524;0.656;0.918
75;0.001;0.350;0.060;6.978;0.966;58.241;0.036;2.115;0.473;0.667
76;3.774E-4;0.935;0.026;2.978;0.923;123.690;0.019;1.249;0.801;0.922
77;0.002;0.240;0.068;5.848;0.949;157.068;0.051;1.402;0.713;0.723
78;1.045E-4;0.965;0.015;9.258;0.928;108.435;0.010;1.518;0.659;0.857
79;2.090E-4;0.903;0.023;4.651;0.942;18.435;0.014;1.689;0.592;0.857
80;5.806E-5;0.887;0.012;6.598;0.933;126.870;0.009;1.327;0.754;0.800
81;5.806E-5;1.000;0.012;8.757;0.945;36.870;0.007;1.551;0.645;0.909
82;1.161E-5;1.000;0.005;10.183;0.937;116.565;0.002;2.000;0.500;1.000
83;0.001;0.133;0.165;1.443;1.070;47.951;0.032;6.428;0.156;0.404
84;1.161E-5;1.000;0.005;1.745;0.947;116.565;0.002;2.000;0.500;1.000
85;3.484E-5;1.000;0.010;6.231;0.947;135.000;0.006;1.809;0.553;0.800
86;4.645E-5;0.914;0.011;8.761;0.964;63.435;0.007;1.308;0.764;0.800
87;0.002;0.292;0.091;3.793;1.041;57.995;0.049;2.189;0.457;0.501
88;2.323E-5;1.000;0.008;1.800;0.966;161.565;0.005;1.468;0.681;0.800
89;3.890E-4;0.554;0.040;5.928;0.966;165.964;0.017;2.720;0.368;0.788
90;1.219E-4;0.943;0.016;2.798;0.973;116.565;0.012;1.343;0.745;0.840
91;9.290E-5;0.628;0.020;3.077;0.981;14.036;0.007;2.704;0.370;0.842
92;6.968E-5;0.441;0.021;3.853;0.978;110.556;0.006;4.346;0.230;0.706
93;2.323E-5;1.000;0.007;3.347;0.981;135.000;0.005;1.000;1.000;1.000
94;3.193E-4;0.810;0.029;3.819;0.993;124.992;0.018;1.835;0.545;0.827
95;5.110E-4;0.851;0.036;7.545;1.019;36.870;0.022;1.764;0.567;0.893
96;4.064E-4;0.759;0.035;3.067;1.024;24.775;0.019;1.952;0.512;0.859
97;1.103E-4;0.853;0.016;3.858;1.024;153.435;0.012;1.494;0.669;0.826
98;1.045E-4;1.000;0.014;3.908;1.036;120.964;0.010;1.218;0.821;0.947
99;5.806E-6;1.000;0.003;3.072;1.041;135.000;0.002;1.000;1.000;1.000
100;0.003;0.237;0.078;5.373;1.072;169.380;0.069;1.233;0.811;0.715
101;1.684E-4;0.569;0.027;6.260;1.043;100.305;0.010;2.876;0.348;0.829
102;6.968E-5;1.000;0.012;8.082;1.060;53.130;0.010;1.135;0.881;0.857
103;3.832E-4;0.630;0.036;2.308;1.053;126.870;0.019;1.905;0.525;0.800
104;2.439E-4;0.542;0.033;7.675;1.055;120.256;0.016;2.237;0.447;0.730
105;5.690E-4;0.476;0.051;3.865;1.070;131.186;0.027;1.962;0.510;0.678
106;4.064E-5;0.943;0.011;1.564;1.084;63.435;0.005;1.936;0.517;0.933
107;4.064E-5;0.943;0.011;7.663;1.089;63.435;0.005;1.936;0.517;0.933
108;0.002;0.815;0.056;2.337;1.084;140.194;0.042;1.256;0.796;0.913
109;4.645E-5;1.000;0.010;8.578;1.082;135.000;0.007;1.229;0.814;0.941
110;5.806E-6;1.000;0.003;4.347;1.084;135.000;0.002;1.000;1.000;1.000
111;1.161E-5;1.000;0.005;1.559;1.089;116.565;0.002;2.000;0.500;1.000
112;3.484E-5;0.377;0.017;7.677;1.096;135.000;0.005;4.801;0.208;0.545
113;9.290E-5;1.000;0.015;1.629;1.113;38.660;0.010;1.568;0.638;0.914
114;1.161E-5;1.000;0.005;1.646;1.104;153.435;0.002;2.000;0.500;1.000
115;2.323E-5;0.857;0.009;8.494;1.113;33.690;0.005;2.000;0.500;0.800
116;5.806E-5;0.806;0.014;7.696;1.120;120.964;0.007;2.198;0.455;0.833
117;1.452E-4;0.896;0.019;6.713;1.154;39.806;0.013;1.577;0.634;0.862
118;1.161E-5;1.000;0.005;6.198;1.154;153.435;0.002;2.000;0.500;1.000
119;5.806E-6;1.000;0.003;3.540;1.164;135.000;0.002;1.000;1.000;1.000
120;2.323E-5;1.000;0.007;6.648;1.190;135.000;0.005;1.000;1.000;1.000
121;8.129E-5;1.000;0.012;2.677;1.198;126.870;0.010;1.020;0.981;0.933
122;6.503E-4;0.737;0.037;1.186;1.200;101.310;0.026;1.526;0.655;0.836
123;8.710E-5;1.000;0.014;8.280;1.212;45.000;0.010;1.137;0.880;0.968
124;4.239E-4;0.803;0.032;1.253;1.229;41.987;0.022;1.646;0.608;0.874
125;6.039E-4;0.626;0.043;2.424;1.236;26.565;0.025;1.926;0.519;0.788
126;7.548E-5;1.000;0.012;7.188;1.217;126.870;0.010;1.159;0.863;0.897
127;3.484E-5;1.000;0.009;3.039;1.229;123.690;0.005;1.500;0.667;1.000
128;1.335E-4;1.000;0.017;2.371;1.248;33.690;0.012;1.356;0.737;0.885
129;7.548E-5;1.000;0.013;2.400;1.246;158.199;0.007;1.622;0.617;0.929
130;1.161E-5;1.000;0.005;2.417;1.248;153.435;0.002;2.000;0.500;1.000
131;5.806E-6;1.000;0.003;1.595;1.277;135.000;0.002;1.000;1.000;1.000
132;0.002;0.866;0.060;4.788;1.292;163.740;0.049;1.077;0.928;0.919
133;1.916E-4;0.846;0.023;2.424;1.313;57.995;0.013;1.854;0.539;0.868
134;1.161E-4;1.000;0.015;2.561;1.313;38.660;0.012;1.282;0.780;0.909
135;3.019E-4;0.846;0.026;4.624;1.313;158.199;0.019;1.336;0.748;0.860
136;1.161E-5;1.000;0.005;5.846;1.308;116.565;0.002;2.000;0.500;1.000
137;1.800E-4;0.795;0.019;4.990;1.316;150.255;0.017;1.133;0.882;0.805
138;1.626E-4;0.740;0.024;2.571;1.333;36.870;0.010;2.635;0.379;0.824
139;4.064E-5;1.000;0.010;1.942;1.328;135.000;0.007;1.596;0.626;0.875
140;4.064E-5;1.000;0.009;6.619;1.330;123.690;0.007;1.069;0.936;0.875
141;3.484E-5;1.000;0.009;5.757;1.333;123.690;0.005;1.500;0.667;1.000
142;5.806E-6;1.000;0.003;6.499;1.333;135.000;0.002;1.000;1.000;1.000
143;0.003;0.788;0.073;6.949;1.386;34.216;0.057;1.241;0.806;0.902
144;2.323E-5;1.000;0.007;10.301;1.333;135.000;0.005;1.000;1.000;1.000
145;5.806E-6;1.000;0.003;6.043;1.345;135.000;0.002;1.000;1.000;1.000
146;2.903E-5;1.000;0.009;6.467;1.347;123.690;0.005;1.553;0.644;0.909
147;3.484E-5;1.000;0.009;6.265;1.361;123.690;0.007;1.291;0.775;0.800
148;9.871E-5;1.000;0.014;8.470;1.361;149.036;0.010;1.263;0.792;0.919
149;8.710E-5;1.000;0.014;2.161;1.376;45.000;0.010;1.137;0.880;0.968
150;5.806E-6;1.000;0.003;4.720;1.369;135.000;0.002;1.000;1.000;1.000
151;2.032E-4;0.426;0.035;7.658;1.402;74.055;0.010;4.319;0.232;0.745
152;3.600E-4;0.682;0.035;6.516;1.373;164.055;0.016;2.584;0.387;0.827
153;1.161E-5;1.000;0.005;7.222;1.373;116.565;0.002;2.000;0.500;1.000
154;6.387E-5;0.976;0.013;2.901;1.388;21.801;0.007;1.619;0.618;0.846
155;1.045E-4;0.965;0.015;7.692;1.381;128.660;0.012;1.439;0.695;0.857
156;3.310E-4;0.943;0.027;5.701;1.410;26.565;0.017;1.488;0.672;0.927
157;2.903E-5;1.000;0.009;5.660;1.405;123.690;0.005;1.553;0.644;0.909
158;1.161E-5;1.000;0.005;6.802;1.410;153.435;0.002;2.000;0.500;1.000
159;5.226E-5;0.726;0.013;5.665;1.417;111.801;0.007;1.946;0.514;0.783
160;2.323E-5;1.000;0.007;5.173;1.419;135.000;0.005;1.000;1.000;1.000
161;1.045E-4;1.000;0.014;5.694;1.434;30.964;0.012;1.257;0.795;0.857
162;4.181E-4;0.895;0.031;1.352;1.431;122.471;0.022;1.384;0.722;0.894
163;6.852E-4;0.888;0.040;3.318;1.467;64.983;0.026;1.632;0.613;0.922
164;2.090E-4;0.638;0.027;6.096;1.446;26.565;0.014;2.583;0.387;0.706
165;9.290E-5;1.000;0.014;4.790;1.448;59.036;0.010;1.234;0.810;0.889
166;5.806E-6;1.000;0.003;1.320;1.443;135.000;0.002;1.000;1.000;1.000
167;4.064E-5;1.000;0.009;1.265;1.446;123.690;0.007;1.069;0.936;0.875
168;1.742E-4;0.679;0.026;9.089;1.467;56.310;0.012;2.831;0.353;0.811
169;7.084E-4;0.548;0.053;6.104;1.470;108.435;0.020;3.061;0.327;0.862
170;1.800E-4;0.688;0.027;0.786;1.472;142.125;0.011;3.050;0.328;0.795
171;3.484E-4;0.562;0.030;4.171;1.475;118.610;0.024;1.235;0.810;0.706
172;4.006E-4;0.610;0.038;0.728;1.518;55.305;0.017;2.716;0.368;0.784
173;1.800E-4;1.000;0.019;0.769;1.496;150.255;0.014;1.333;0.750;0.886
174;0.002;0.525;0.092;6.959;1.586;76.329;0.040;2.475;0.404;0.824
175;4.064E-5;1.000;0.009;5.460;1.499;123.690;0.007;1.069;0.936;0.875
176;1.742E-5;1.000;0.007;7.506;1.499;135.000;0.005;1.464;0.683;0.857
177;1.161E-4;0.898;0.016;2.195;1.511;26.565;0.012;1.426;0.701;0.851
178;9.290E-5;1.000;0.013;4.986;1.501;111.801;0.010;1.209;0.827;0.889
179;1.452E-4;0.954;0.019;4.145;1.506;150.255;0.012;1.668;0.599;0.862
180;1.103E-4;0.796;0.018;7.496;1.513;156.801;0.010;1.856;0.539;0.844
181;6.968E-5;1.000;0.014;3.477;1.528;45.000;0.009;1.651;0.606;0.889
182;1.219E-4;1.000;0.015;5.677;1.518;108.435;0.012;1.116;0.896;0.857
183;5.226E-5;1.000;0.010;8.942;1.518;135.000;0.007;1.000;1.000;1.000
184;1.161E-5;1.000;0.005;7.742;1.530;116.565;0.002;2.000;0.500;1.000
185;2.323E-5;1.000;0.007;5.231;1.535;135.000;0.005;1.000;1.000;1.000
186;5.806E-6;1.000;0.003;7.070;1.535;135.000;0.002;1.000;1.000;1.000
187;1.335E-4;0.964;0.017;7.080;1.557;56.310;0.012;1.367;0.732;0.885
188;1.742E-5;1.000;0.007;4.788;1.561;45.000;0.005;1.464;0.683;0.857
189;6.387E-4;0.782;0.042;3.378;1.561;156.371;0.022;2.080;0.481;0.909
190;0.001;0.385;0.075;5.431;1.619;47.603;0.029;3.201;0.312;0.638
191;4.645E-5;1.000;0.010;3.294;1.576;45.000;0.007;1.229;0.814;0.941
192;2.555E-4;0.809;0.025;7.658;1.569;163.301;0.014;1.826;0.548;0.871
193;2.323E-5;0.857;0.009;3.812;1.590;56.310;0.005;2.031;0.492;0.800
194;1.045E-4;0.965;0.015;8.214;1.586;161.565;0.010;1.476;0.677;0.900
195;6.503E-4;0.819;0.035;2.949;1.588;123.690;0.030;1.282;0.780;0.862
196;6.968E-5;0.719;0.016;7.506;1.595;116.565;0.007;2.228;0.449;0.857
197;7.316E-4;0.747;0.038;6.908;1.607;145.305;0.029;1.408;0.710;0.848
198;0.001;0.508;0.073;3.463;1.665;55.784;0.033;2.622;0.381;0.764
199;5.806E-6;1.000;0.003;5.725;1.607;135.000;0.002;1.000;1.000;1.000
200;2.323E-4;0.806;0.025;10.272;1.614;163.301;0.014;1.864;0.536;0.833
201;6.387E-5;1.000;0.012;2.942;1.617;126.870;0.009;1.450;0.689;0.846
202;3.484E-5;1.000;0.009;4.839;1.627;33.690;0.007;1.291;0.775;0.800
203;2.903E-5;0.873;0.008;2.072;1.631;108.435;0.007;1.000;1.000;0.714
204;7.142E-4;0.841;0.042;7.759;1.658;23.629;0.024;1.838;0.544;0.914
205;8.710E-4;0.546;0.058;3.923;1.689;51.710;0.027;2.598;0.385;0.758
206;0.002;0.852;0.056;2.933;1.658;140.194;0.053;1.023;0.977;0.917
207;8.710E-5;1.000;0.015;3.971;1.648;141.340;0.010;1.759;0.569;0.882
208;4.123E-4;0.916;0.028;8.027;1.667;19.983;0.022;1.297;0.771;0.893
209;4.064E-5;0.800;0.012;6.475;1.655;143.130;0.007;2.041;0.490;0.778
210;3.484E-5;1.000;0.009;7.595;1.655;123.690;0.005;1.500;0.667;1.000
211;2.323E-5;0.857;0.009;1.658;1.670;56.310;0.005;2.031;0.492;0.800
212;7.548E-5;0.545;0.019;3.952;1.665;119.745;0.008;3.477;0.288;0.722
213;8.129E-5;1.000;0.012;2.039;1.672;126.870;0.010;1.020;0.981;0.933
214;0.001;0.940;0.045;9.494;1.706;36.254;0.041;1.051;0.952;0.930
215;0.001;0.723;0.059;1.600;1.716;34.992;0.033;1.887;0.530;0.885
216;5.226E-5;1.000;0.010;1.660;1.680;135.000;0.007;1.000;1.000;1.000
217;4.064E-5;1.000;0.009;8.528;1.680;123.690;0.007;1.069;0.936;0.875
218;1.742E-5;1.000;0.007;0.973;1.694;45.000;0.005;1.464;0.683;0.857
219;9.871E-5;0.713;0.017;3.937;1.704;56.310;0.010;1.932;0.518;0.791
220;1.335E-4;0.577;0.026;0.923;1.706;33.690;0.010;3.377;0.296;0.754
221;2.729E-4;0.904;0.025;1.506;1.696;163.301;0.014;1.669;0.599;0.913
222;8.593E-4;0.455;0.060;3.928;1.720;14.036;0.025;2.926;0.342;0.693
223;4.064E-5;1.000;0.009;3.622;1.704;123.690;0.007;1.069;0.936;0.875
224;1.161E-5;1.000;0.005;0.913;1.713;116.565;0.002;2.000;0.500;1.000
225;2.323E-5;0.857;0.009;5.458;1.720;56.310;0.005;2.000;0.500;0.800
226;4.064E-5;1.000;0.009;5.448;1.723;123.690;0.007;1.069;0.936;0.875
227;0.001;0.631;0.056;3.210;1.781;80.134;0.039;1.402;0.713;0.843
228;5.806E-6;1.000;0.003;6.183;1.733;135.000;0.002;1.000;1.000;1.000
229;5.284E-4;0.285;0.062;3.410;1.793;69.444;0.023;3.197;0.313;0.479
230;1.742E-5;1.000;0.007;7.217;1.745;135.000;0.005;1.464;0.683;0.857
231;2.555E-4;0.760;0.027;5.667;1.776;63.435;0.016;1.626;0.615;0.846
232;3.832E-4;0.808;0.031;1.870;1.759;147.529;0.019;1.646;0.608;0.863
233;6.213E-4;0.651;0.036;3.419;1.759;132.274;0.029;1.127;0.887;0.820
234;1.394E-4;0.809;0.019;3.749;1.757;97.125;0.010;1.753;0.570;0.889
235;9.871E-5;0.911;0.016;1.846;1.771;26.565;0.010;1.539;0.650;0.895
236;1.568E-4;0.967;0.019;4.995;1.783;39.806;0.014;1.263;0.792;0.871
237;8.710E-5;1.000;0.013;8.308;1.769;111.801;0.010;1.127;0.887;0.857
238;1.161E-5;1.000;0.005;3.737;1.771;116.565;0.002;2.000;0.500;1.000
239;4.064E-4;1.000;0.026;5.046;1.776;146.310;0.022;1.032;0.969;0.946
240;1.452E-4;0.676;0.022;5.337;1.786;26.565;0.011;2.445;0.409;0.725
241;0.001;0.740;0.055;5.648;1.795;164.745;0.032;1.888;0.530;0.876
242;7.955E-4;0.878;0.038;3.508;1.814;34.695;0.030;1.297;0.771;0.907
243;4.413E-4;0.770;0.036;1.289;1.790;118.301;0.020;1.893;0.528;0.889
244;5.806E-5;0.806;0.013;4.010;1.798;21.801;0.007;1.894;0.528;0.833
245;1.161E-4;1.000;0.015;8.029;1.798;161.565;0.010;1.435;0.697;0.909
246;9.290E-4;0.354;0.075;7.125;1.800;174.472;0.026;3.583;0.279;0.691
247;0.001;0.913;0.044;2.400;1.831;29.358;0.036;1.221;0.819;0.918
248;1.626E-4;0.867;0.021;5.542;1.812;20.556;0.012;1.434;0.697;0.848
249;2.323E-5;1.000;0.008;7.217;1.802;161.565;0.005;1.468;0.681;0.800
250;2.439E-4;0.478;0.029;8.569;1.841;80.538;0.017;1.798;0.556;0.689
251;8.129E-5;1.000;0.012;4.292;1.819;126.870;0.010;1.020;0.981;0.933
252;1.742E-5;0.967;0.008;9.841;1.831;161.565;0.002;3.000;0.333;1.000
253;4.064E-5;0.943;0.011;9.851;1.834;153.435;0.005;1.936;0.517;0.933
254;1.161E-5;1.000;0.005;0.899;1.836;153.435;0.002;2.000;0.500;1.000
255;0.001;0.906;0.041;2.075;1.882;69.444;0.035;1.164;0.859;0.920
256;2.323E-5;1.000;0.007;8.386;1.848;135.000;0.005;1.000;1.000;1.000
257;3.832E-4;0.741;0.033;2.371;1.880;53.973;0.017;2.015;0.496;0.830
258;0.003;0.302;0.106;8.513;1.916;11.821;0.057;2.209;0.453;0.640
259;3.135E-4;0.661;0.035;6.400;1.858;155.225;0.016;2.436;0.410;0.812
260;2.787E-4;0.781;0.027;9.906;1.860;142.125;0.016;1.826;0.548;0.842
261;3.484E-4;0.976;0.024;4.504;1.870;126.870;0.022;1.076;0.929;0.889
262;2.381E-4;0.696;0.026;0.918;1.894;33.690;0.016;1.796;0.557;0.804
263;2.439E-4;0.644;0.031;4.566;1.884;141.340;0.014;2.774;0.360;0.757
264;5.458E-4;0.525;0.050;2.137;1.904;16.699;0.018;3.186;0.314;0.828
265;1.800E-4;0.795;0.023;2.361;1.889;122.005;0.014;1.670;0.599;0.849
266;2.090E-4;0.974;0.021;7.841;1.892;125.538;0.014;1.327;0.754;0.878
267;2.903E-5;1.000;0.009;1.027;1.896;33.690;0.005;1.553;0.644;0.909
268;1.684E-4;1.000;0.017;0.843;1.901;123.690;0.014;1.076;0.929;0.906
269;7.548E-5;1.000;0.012;0.930;1.913;36.870;0.010;1.159;0.863;0.897
270;4.181E-4;0.929;0.029;6.542;1.904;131.634;0.022;1.271;0.787;0.889
271;8.710E-5;1.000;0.013;2.827;1.906;111.801;0.010;1.295;0.772;0.857
272;0.002;0.477;0.087;3.906;1.908;140.599;0.041;2.452;0.408;0.717
273;2.787E-4;0.967;0.023;3.569;1.933;18.435;0.017;1.228;0.814;0.906
274;3.658E-4;0.718;0.031;2.494;1.920;128.660;0.022;1.500;0.667;0.834
275;2.323E-5;1.000;0.007;0.959;1.923;135.000;0.005;1.000;1.000;1.000
276;4.064E-4;0.917;0.028;6.419;1.923;109.983;0.019;1.397;0.716;0.921
277;1.916E-4;0.483;0.031;2.651;1.928;94.399;0.010;3.567;0.280;0.795
278;1.045E-4;0.935;0.016;8.894;1.930;153.435;0.010;1.715;0.583;0.818
279;3.716E-4;0.795;0.029;2.605;1.940;155.556;0.021;1.449;0.690;0.871
280;1.800E-4;0.858;0.022;1.383;1.952;63.435;0.012;1.783;0.561;0.899
281;4.239E-4;0.907;0.028;2.906;1.940;160.017;0.022;1.363;0.734;0.896
282;2.323E-5;1.000;0.007;3.973;1.933;135.000;0.005;1.000;1.000;1.000
283;1.335E-4;1.000;0.015;4.728;1.933;128.660;0.012;1.132;0.884;0.885
284;3.019E-4;0.811;0.026;3.487;1.935;146.310;0.019;1.246;0.803;0.852
285;0.002;0.923;0.051;3.581;1.973;31.430;0.043;1.160;0.862;0.938
286;7.374E-4;0.288;0.061;3.029;1.981;33.690;0.034;2.351;0.425;0.462
287;5.226E-5;1.000;0.011;3.145;1.945;116.565;0.007;1.340;0.746;0.857
288;5.400E-4;0.491;0.046;8.142;1.988;71.565;0.022;2.645;0.378;0.729
289;1.452E-4;0.714;0.021;3.043;1.947;125.538;0.012;1.971;0.507;0.735
290;2.439E-4;1.000;0.020;6.135;1.954;165.964;0.017;1.040;0.961;0.894
291;2.323E-5;1.000;0.007;4.716;1.952;135.000;0.005;1.000;1.000;1.000
292;1.161E-5;1.000;0.005;5.359;1.954;153.435;0.002;2.000;0.500;1.000
293;6.097E-4;0.601;0.042;8.482;1.983;30.964;0.024;2.084;0.480;0.787
294;1.045E-4;0.965;0.016;3.467;1.973;26.565;0.010;1.704;0.587;0.878
295;4.645E-5;1.000;0.010;2.880;1.976;135.000;0.007;1.229;0.814;0.941
296;4.181E-4;0.716;0.034;3.699;2.007;68.962;0.019;1.736;0.576;0.906
297;5.806E-5;1.000;0.012;2.894;1.988;143.130;0.007;1.551;0.645;0.909
298;4.993E-4;0.647;0.037;3.270;2.031;78.690;0.022;1.968;0.508;0.811
299;7.548E-5;1.000;0.013;4.405;2.000;111.801;0.007;1.622;0.617;0.929
300;4.645E-5;1.000;0.010;4.933;2.010;45.000;0.007;1.229;0.814;0.941
301;2.729E-4;0.733;0.028;10.340;2.034;70.017;0.015;2.083;0.480;0.832
302;2.032E-4;0.947;0.022;2.588;2.034;63.435;0.014;1.406;0.711;0.897
303;3.135E-4;0.490;0.040;4.827;2.053;64.983;0.013;3.593;0.278;0.740
304;1.974E-4;0.994;0.021;5.800;2.034;54.462;0.014;1.366;0.732;0.932
305;2.787E-4;0.719;0.030;4.243;2.019;161.565;0.012;2.583;0.387;0.897
306;7.432E-4;0.658;0.051;1.342;2.043;19.290;0.022;2.576;0.388;0.848
307;1.161E-5;1.000;0.005;4.812;2.022;153.435;0.002;2.000;0.500;1.000
308;1.742E-5;1.000;0.007;10.082;2.031;45.000;0.005;1.464;0.683;0.857
309;2.323E-5;1.000;0.007;1.393;2.034;135.000;0.005;1.000;1.000;1.000
310;2.323E-5;1.000;0.007;1.735;2.034;135.000;0.005;1.000;1.000;1.000
311;2.090E-4;0.761;0.023;4.414;2.036;108.435;0.014;1.430;0.699;0.809
312;9.639E-4;0.974;0.039;5.354;2.043;158.199;0.034;1.134;0.882;0.938
