 ;Area;Circ.;Feret;FeretX;FeretY;FeretAngle;MinFeret;AR;Round;Solidity
1834;1.219E-4;1.000;0.015;4.282;5.677;38.660;0.012;1.182;0.846;0.913
1835;4.064E-5;0.564;0.014;6.586;5.677;59.036;0.005;3.288;0.304;0.700
1836;9.871E-5;0.845;0.016;6.617;5.672;26.565;0.009;1.919;0.521;0.829
1837;0.002;0.710;0.062;0.733;5.672;120.579;0.048;1.425;0.702;0.849
1838;0.001;0.899;0.048;5.335;5.672;139.086;0.036;1.303;0.768;0.935
1839;1.161E-5;1.000;0.005;1.393;5.677;116.565;0.002;2.000;0.500;1.000
1840;3.368E-4;0.695;0.029;7.082;5.682;155.556;0.017;1.894;0.528;0.835
1841;0.001;0.877;0.047;4.990;5.701;21.251;0.038;1.202;0.832;0.922
1842;1.277E-4;0.524;0.025;7.390;5.694;29.055;0.010;3.749;0.267;0.688
1843;0.002;0.818;0.060;3.708;5.740;58.241;0.051;1.185;0.844;0.829
1844;8.129E-5;1.000;0.014;4.957;5.687;149.036;0.007;1.662;0.602;0.966
1845;2.961E-4;0.590;0.033;2.263;5.718;59.744;0.015;2.616;0.382;0.791
1846;5.806E-6;1.000;0.003;3.894;5.689;135.000;0.002;1.000;1.000;1.000
1847;0.001;0.746;0.058;4.523;5.720;16.928;0.041;1.481;0.675;0.808
1848;5.806E-6;1.000;0.003;2.082;5.696;135.000;0.002;1.000;1.000;1.000
1849;9.755E-4;0.742;0.043;5.863;5.730;38.157;0.035;1.290;0.775;0.814
1850;1.742E-5;1.000;0.007;6.376;5.696;135.000;0.005;1.464;0.683;0.857
1851;1.568E-4;0.790;0.022;6.183;5.699;130.601;0.013;1.949;0.513;0.857
1852;5.806E-6;1.000;0.003;9.349;5.699;135.000;0.002;1.000;1.000;1.000
1853;2.148E-4;0.782;0.026;1.027;5.701;146.310;0.014;2.077;0.481;0.841
1854;3.484E-5;0.555;0.013;8.853;5.713;68.199;0.005;3.254;0.307;0.750
1855;7.548E-5;0.956;0.014;9.764;5.701;120.964;0.007;1.796;0.557;0.929
1856;1.742E-4;0.566;0.028;6.802;5.718;30.964;0.011;3.288;0.304;0.732
1857;1.161E-4;1.000;0.014;8.434;5.704;120.964;0.012;1.083;0.923;0.889
1858;0.001;0.438;0.063;4.422;5.706;98.746;0.038;1.892;0.528;0.692
1859;5.806E-6;1.000;0.003;4.916;5.706;135.000;0.002;1.000;1.000;1.000
1860;3.135E-4;0.975;0.025;8.745;5.708;106.699;0.017;1.320;0.757;0.915
1861;6.387E-5;0.887;0.013;3.518;5.723;68.199;0.007;1.772;0.564;0.846
1862;9.871E-5;0.609;0.022;4.933;5.720;26.565;0.008;3.379;0.296;0.773
1863;1.684E-4;1.000;0.019;8.388;5.713;129.806;0.014;1.354;0.738;0.921
1864;2.323E-5;1.000;0.007;1.778;5.725;135.000;0.005;1.000;1.000;1.000
1865;1.161E-5;1.000;0.005;2.988;5.725;116.565;0.002;2.000;0.500;1.000
1866;1.452E-4;0.821;0.020;8.019;5.725;135.000;0.012;1.844;0.542;0.833
1867;2.323E-5;1.000;0.007;3.429;5.728;135.000;0.005;1.000;1.000;1.000
1868;8.129E-5;0.993;0.014;4.060;5.740;30.964;0.010;1.471;0.680;0.848
1869;1.452E-4;0.608;0.023;9.065;5.757;71.565;0.010;2.954;0.338;0.781
1870;9.290E-5;1.000;0.014;3.959;5.740;149.036;0.010;1.314;0.761;0.914
1871;2.903E-5;1.000;0.009;9.566;5.747;56.310;0.005;1.553;0.644;0.909
1872;5.806E-6;1.000;0.003;9.128;5.745;135.000;0.002;1.000;1.000;1.000
1873;2.032E-4;0.947;0.021;0.819;5.757;20.556;0.014;1.441;0.694;0.886
1874;1.103E-4;0.681;0.021;6.602;5.747;125.538;0.010;2.092;0.478;0.809
1875;5.226E-5;1.000;0.010;6.523;5.749;135.000;0.007;1.000;1.000;1.000
1876;1.161E-5;1.000;0.005;0.783;5.752;153.435;0.002;2.000;0.500;1.000
1877;2.439E-4;0.906;0.026;9.523;5.773;41.186;0.015;1.690;0.592;0.913
1878;6.968E-5;1.000;0.012;7.843;5.759;126.870;0.007;1.333;0.750;1.000
1879;2.323E-5;1.000;0.007;4.742;5.761;135.000;0.005;1.000;1.000;1.000
1880;6.968E-5;1.000;0.012;7.860;5.761;126.870;0.010;1.281;0.780;0.857
1881;4.064E-5;1.000;0.009;3.653;5.764;123.690;0.007;1.069;0.936;0.875
1882;9.871E-5;0.911;0.016;8.063;5.769;153.435;0.010;1.860;0.538;0.850
1883;1.452E-4;1.000;0.016;2.294;5.773;153.435;0.012;1.177;0.849;0.926
1884;0.001;0.506;0.068;7.786;5.781;6.116;0.029;2.393;0.418;0.820
1885;7.200E-4;0.531;0.056;1.600;5.783;160.017;0.019;3.518;0.284;0.824
1886;0.001;0.231;0.072;2.017;5.788;160.346;0.053;1.672;0.598;0.422
1887;0.001;0.631;0.057;5.545;5.773;123.024;0.030;2.257;0.443;0.784
1888;1.568E-4;0.790;0.024;1.542;5.778;156.038;0.010;2.652;0.377;0.885
1889;8.710E-5;0.869;0.015;9.916;5.788;38.660;0.009;1.914;0.522;0.833
1890;4.297E-4;0.920;0.028;3.376;5.807;59.036;0.024;1.184;0.845;0.892
1891;0.002;0.691;0.064;2.701;5.848;70.201;0.051;1.228;0.815;0.774
1892;8.593E-4;0.594;0.056;5.935;5.788;136.736;0.026;1.944;0.514;0.836
1893;5.284E-4;0.954;0.029;7.559;5.814;65.556;0.027;1.011;0.989;0.915
1894;3.832E-4;0.779;0.035;2.031;5.790;155.225;0.017;2.201;0.454;0.863
1895;2.323E-5;1.000;0.007;3.195;5.790;135.000;0.005;1.000;1.000;1.000
1896;5.110E-4;0.710;0.041;5.171;5.790;110.556;0.019;2.259;0.443;0.876
1897;1.335E-4;1.000;0.015;6.764;5.793;128.660;0.012;1.008;0.992;0.958
1898;7.955E-4;0.517;0.061;5.814;5.814;18.435;0.020;3.565;0.281;0.840
1899;5.806E-5;1.000;0.012;9.908;5.812;53.130;0.007;1.551;0.645;0.909
1900;1.161E-5;1.000;0.005;6.607;5.805;116.565;0.002;2.000;0.500;1.000
1901;6.968E-5;1.000;0.012;6.354;5.817;36.870;0.010;1.281;0.781;0.857
1902;1.684E-4;0.691;0.023;2.171;5.822;32.005;0.013;1.830;0.546;0.784
1903;9.871E-5;0.911;0.016;7.405;5.812;116.565;0.010;1.757;0.569;0.850
1904;4.645E-5;1.000;0.010;3.272;5.824;45.000;0.007;1.229;0.814;0.941
1905;1.916E-4;0.711;0.022;4.778;5.817;116.565;0.017;1.245;0.803;0.805
1906;8.129E-5;0.647;0.018;2.824;5.836;74.055;0.007;2.577;0.388;0.824
1907;9.929E-4;0.801;0.043;7.258;5.822;141.843;0.034;1.053;0.950;0.924
1908;1.161E-5;1.000;0.005;7.554;5.822;153.435;0.002;2.000;0.500;1.000
1909;4.645E-5;1.000;0.010;8.065;5.831;45.000;0.007;1.229;0.814;0.941
1910;0.002;0.290;0.068;3.359;5.827;98.130;0.051;1.535;0.651;0.632
1911;7.548E-5;1.000;0.014;6.224;5.827;135.000;0.010;1.370;0.730;0.929
1912;5.226E-5;1.000;0.011;7.933;5.831;153.435;0.007;1.340;0.746;0.857
1913;3.135E-4;0.735;0.033;3.383;5.834;126.027;0.015;2.405;0.416;0.878
1914;1.742E-5;1.000;0.007;6.354;5.839;45.000;0.005;1.464;0.683;0.857
1915;2.323E-5;1.000;0.007;6.814;5.836;135.000;0.005;1.000;1.000;1.000
1916;1.742E-5;1.000;0.007;7.390;5.841;45.000;0.005;1.464;0.683;0.857
1917;6.387E-4;0.662;0.042;8.978;5.858;169.992;0.023;1.990;0.502;0.806
1918;4.064E-5;1.000;0.009;5.296;5.848;123.690;0.007;1.069;0.936;0.875
1919;1.161E-5;1.000;0.005;6.496;5.851;116.565;0.002;2.000;0.500;1.000
1920;6.910E-4;0.763;0.045;1.173;5.870;15.524;0.023;2.074;0.482;0.885
1921;5.226E-5;0.461;0.018;2.682;5.872;74.055;0.005;4.161;0.240;0.783
1922;1.161E-5;1.000;0.005;8.417;5.855;116.565;0.002;2.000;0.500;1.000
1923;5.806E-6;1.000;0.003;3.487;5.860;135.000;0.002;1.000;1.000;1.000
1924;2.323E-5;1.000;0.007;4.477;5.865;135.000;0.005;1.000;1.000;1.000
1925;2.903E-5;1.000;0.009;1.094;5.889;33.690;0.005;1.553;0.644;0.909
1926;5.632E-4;0.690;0.037;2.684;5.884;121.608;0.026;1.513;0.661;0.840
1927;3.368E-4;0.526;0.040;6.694;5.901;14.036;0.013;3.597;0.278;0.784
1928;1.568E-4;1.000;0.017;5.419;5.906;56.310;0.014;1.207;0.829;0.885
1929;0.001;0.665;0.054;5.178;5.940;57.724;0.038;1.403;0.713;0.866
1930;3.019E-4;0.580;0.036;3.976;5.906;7.595;0.012;3.456;0.289;0.839
1931;2.903E-5;1.000;0.009;7.764;5.904;123.690;0.005;1.553;0.644;0.909
1932;9.871E-5;1.000;0.014;5.323;5.923;59.036;0.010;1.263;0.792;0.919
1933;6.968E-5;0.883;0.014;7.737;5.916;149.036;0.007;1.679;0.596;0.923
1934;3.484E-5;1.000;0.009;10.222;5.916;123.690;0.005;1.500;0.667;1.000
1935;1.974E-4;1.000;0.018;4.330;5.923;156.801;0.014;1.127;0.887;0.919
1936;6.387E-5;0.976;0.013;1.328;5.933;21.801;0.007;1.619;0.618;0.846
1937;5.226E-5;1.000;0.011;2.400;5.935;63.435;0.007;1.340;0.746;0.857
1938;3.774E-4;0.740;0.030;6.335;5.925;151.390;0.022;1.253;0.798;0.828
1939;1.161E-4;0.674;0.021;10.108;5.930;110.556;0.010;2.124;0.471;0.833
1940;3.948E-4;0.374;0.053;3.899;5.947;15.945;0.012;5.525;0.181;0.791
1941;9.290E-5;0.857;0.016;9.108;5.942;26.565;0.009;2.022;0.494;0.821
1942;4.471E-4;0.352;0.048;9.453;5.937;107.526;0.024;2.386;0.419;0.564
1943;2.323E-5;0.857;0.009;7.853;5.940;123.690;0.005;2.031;0.492;0.800
1944;1.452E-4;0.981;0.017;9.000;5.942;135.000;0.012;1.185;0.844;0.926
1945;4.064E-5;0.718;0.013;3.865;5.949;21.801;0.005;2.731;0.366;0.824
1946;6.387E-5;0.887;0.014;2.708;5.947;120.964;0.007;1.892;0.528;0.880
1947;2.323E-5;1.000;0.007;10.099;5.952;135.000;0.005;1.000;1.000;1.000
1948;2.613E-4;0.792;0.028;5.104;5.971;30.964;0.014;1.844;0.542;0.900
1949;0.004;0.556;0.098;1.422;6.053;68.459;0.066;1.561;0.640;0.779
1950;6.213E-4;0.591;0.042;5.137;5.971;10.008;0.030;1.346;0.743;0.778
1951;2.903E-5;0.873;0.008;7.241;5.961;108.435;0.007;1.000;1.000;0.714
1952;2.903E-5;0.674;0.011;7.855;5.966;116.565;0.005;2.610;0.383;0.769
1953;0.001;0.630;0.058;8.012;6.005;29.745;0.030;2.064;0.485;0.841
1954;8.710E-5;0.869;0.016;5.077;5.969;153.435;0.009;1.993;0.502;0.811
1955;3.484E-5;1.000;0.009;8.648;5.978;33.690;0.007;1.291;0.775;0.800
1956;7.839E-4;0.987;0.036;4.839;6.000;28.301;0.031;1.132;0.884;0.944
1957;1.684E-4;0.584;0.025;7.863;5.981;106.699;0.012;1.947;0.513;0.784
1958;8.129E-5;1.000;0.012;8.477;5.981;126.870;0.010;1.125;0.889;0.933
1959;5.806E-6;1.000;0.003;9.783;5.981;135.000;0.002;1.000;1.000;1.000
1960;3.484E-5;1.000;0.009;5.663;5.983;123.690;0.005;1.500;0.667;1.000
1961;2.787E-4;0.829;0.028;8.369;5.990;160.017;0.014;1.990;0.502;0.897
1962;2.323E-5;1.000;0.007;3.029;5.988;135.000;0.005;1.000;1.000;1.000
1963;3.484E-5;1.000;0.009;3.349;5.988;123.690;0.007;1.291;0.775;0.800
1964;7.548E-5;1.000;0.012;7.111;5.988;126.870;0.010;1.159;0.863;0.897
1965;1.045E-4;0.935;0.015;7.841;5.998;18.435;0.012;1.289;0.776;0.800
1966;4.064E-5;0.943;0.011;9.299;5.998;63.435;0.005;1.936;0.517;0.933
1967;2.032E-4;0.673;0.026;6.889;6.012;56.310;0.012;2.476;0.404;0.795
1968;5.226E-5;1.000;0.011;1.036;6.000;26.565;0.007;1.340;0.746;0.857
1969;3.484E-5;1.000;0.009;4.745;5.993;146.310;0.005;1.500;0.667;1.000
1970;1.742E-5;1.000;0.007;9.475;6.002;45.000;0.005;1.464;0.683;0.857
1971;0.002;0.661;0.058;7.272;6.029;24.444;0.044;1.224;0.817;0.852
1972;4.064E-5;1.000;0.009;7.945;6.000;123.690;0.007;1.069;0.936;0.875
1973;0.001;0.586;0.060;6.993;6.002;156.501;0.027;2.499;0.400;0.825
1974;2.323E-4;0.791;0.026;9.648;6.007;158.199;0.013;2.120;0.472;0.842
1975;4.645E-5;1.000;0.010;6.619;6.012;165.964;0.007;1.195;0.837;0.800
1976;2.032E-4;0.947;0.019;3.012;6.024;39.806;0.017;1.072;0.933;0.864
1977;1.161E-4;1.000;0.014;3.771;6.014;120.964;0.012;1.083;0.923;0.889
1978;7.548E-4;0.561;0.043;2.614;6.027;163.610;0.031;1.545;0.647;0.697
1979;5.226E-5;0.799;0.014;10.333;6.029;45.000;0.007;2.113;0.473;0.818
1980;1.045E-4;0.558;0.021;9.916;6.031;20.556;0.010;2.404;0.416;0.750
1981;4.645E-5;1.000;0.010;0.728;6.034;45.000;0.007;1.229;0.814;0.941
1982;1.277E-4;0.840;0.018;6.537;6.034;164.055;0.012;1.417;0.706;0.863
1983;2.264E-4;0.765;0.027;7.229;6.041;26.565;0.012;2.230;0.449;0.907
1984;8.593E-4;0.631;0.045;1.431;6.058;32.005;0.031;1.365;0.733;0.831
1985;2.381E-4;0.826;0.025;8.258;6.031;119.055;0.016;1.617;0.618;0.854
1986;1.161E-5;1.000;0.005;4.270;6.036;116.565;0.002;2.000;0.500;1.000
1987;2.323E-5;1.000;0.007;7.496;6.039;135.000;0.005;1.000;1.000;1.000
1988;1.161E-5;1.000;0.005;7.605;6.043;116.565;0.002;2.000;0.500;1.000
1989;2.323E-5;0.857;0.008;5.627;6.046;108.435;0.005;1.468;0.681;0.800
1990;4.239E-4;0.862;0.032;3.513;6.058;167.005;0.019;1.599;0.625;0.885
1991;0.002;0.652;0.068;3.318;6.120;73.496;0.043;1.703;0.587;0.837
1992;4.645E-5;1.000;0.010;2.978;6.065;135.000;0.007;1.229;0.814;0.941
1993;4.645E-5;1.000;0.010;4.099;6.065;135.000;0.007;1.229;0.814;0.941
1994;5.806E-6;1.000;0.003;0.525;6.067;135.000;0.002;1.000;1.000;1.000
1995;2.032E-4;0.947;0.019;5.887;6.084;60.255;0.017;1.151;0.869;0.875
1996;1.510E-4;0.825;0.018;8.453;6.070;113.199;0.012;1.310;0.763;0.881
1997;1.103E-4;0.853;0.018;5.422;6.072;156.801;0.010;2.126;0.470;0.844
1998;0.001;0.490;0.060;7.894;6.099;23.499;0.040;1.523;0.657;0.715
1999;1.161E-5;1.000;0.005;3.186;6.075;116.565;0.002;2.000;0.500;1.000
2000;3.484E-5;1.000;0.009;5.655;6.080;123.690;0.005;1.500;0.667;1.000
2001;2.555E-4;0.794;0.025;7.872;6.101;60.945;0.017;1.383;0.723;0.854
2002;2.381E-4;0.866;0.024;9.161;6.080;126.870;0.015;1.623;0.616;0.863
2003;5.806E-6;1.000;0.003;3.205;6.082;135.000;0.002;1.000;1.000;1.000
2004;1.916E-4;0.623;0.029;3.135;6.101;34.992;0.011;3.162;0.316;0.805
2005;3.368E-4;0.685;0.035;3.070;6.108;24.775;0.017;2.072;0.483;0.829
2006;2.323E-5;0.645;0.010;9.475;6.089;104.036;0.002;4.000;0.250;1.000
2007;2.323E-5;1.000;0.007;5.648;6.096;135.000;0.005;1.000;1.000;1.000
2008;5.226E-5;0.884;0.012;6.831;6.104;36.870;0.007;1.915;0.522;0.783
2009;4.645E-5;1.000;0.010;8.014;6.106;45.000;0.007;1.229;0.814;0.941
2010;4.645E-5;0.479;0.016;9.778;6.099;116.565;0.005;3.896;0.257;0.696
2011;5.806E-5;0.982;0.011;3.942;6.108;26.565;0.009;1.241;0.806;0.800
2012;2.323E-5;1.000;0.007;6.299;6.101;135.000;0.005;1.000;1.000;1.000
2013;0.001;0.726;0.057;5.289;6.104;104.621;0.040;1.446;0.692;0.818
2014;1.742E-5;1.000;0.007;6.848;6.108;45.000;0.005;1.464;0.683;0.857
2015;2.497E-4;1.000;0.021;0.619;6.106;110.556;0.017;1.097;0.912;0.896
2016;3.310E-4;0.985;0.027;3.243;6.106;142.125;0.019;1.482;0.675;0.934
2017;1.742E-5;1.000;0.007;9.973;6.106;135.000;0.005;1.464;0.683;0.857
2018;2.323E-5;1.000;0.007;3.060;6.108;135.000;0.005;1.000;1.000;1.000
2019;1.161E-4;0.898;0.017;6.113;6.123;33.690;0.012;1.564;0.639;0.851
2020;5.226E-5;1.000;0.011;6.786;6.116;153.435;0.007;1.340;0.746;0.857
2021;3.484E-5;1.000;0.009;7.836;6.113;123.690;0.005;1.500;0.667;1.000
2022;1.335E-4;0.423;0.029;0.976;6.116;155.556;0.009;4.132;0.242;0.708
2023;3.193E-4;0.858;0.027;3.272;6.123;164.745;0.017;1.688;0.592;0.866
2024;4.645E-5;1.000;0.011;5.398;6.116;116.565;0.005;2.000;0.500;1.000
2025;3.484E-5;0.916;0.010;6.805;6.116;165.964;0.005;1.809;0.553;0.857
2026;4.645E-5;1.000;0.010;3.036;6.125;45.000;0.007;1.229;0.814;0.941
2027;1.800E-4;0.439;0.032;3.306;6.120;138.013;0.012;4.056;0.247;0.653
2028;1.045E-4;1.000;0.014;4.542;6.133;59.036;0.012;1.130;0.885;0.857
2029;2.671E-4;0.572;0.029;5.677;6.152;65.556;0.019;1.561;0.641;0.736
2030;8.129E-5;1.000;0.014;1.629;6.140;45.000;0.010;1.319;0.758;0.933
2031;3.484E-4;0.883;0.029;2.653;6.130;131.634;0.019;1.625;0.615;0.896
2032;2.206E-4;1.000;0.019;0.706;6.135;150.255;0.014;1.159;0.863;0.950
2033;1.974E-4;0.827;0.023;5.386;6.145;18.435;0.012;1.958;0.511;0.883
2034;4.993E-4;0.946;0.032;4.178;6.154;26.565;0.022;1.391;0.719;0.935
2035;3.484E-5;1.000;0.009;2.467;6.140;123.690;0.007;1.291;0.775;0.800
2036;3.832E-4;0.692;0.031;6.694;6.140;112.620;0.024;1.187;0.842;0.714
2037;6.968E-5;1.000;0.012;5.586;6.147;143.130;0.007;1.333;0.750;1.000
2038;1.742E-5;1.000;0.007;1.222;6.157;45.000;0.005;1.464;0.683;0.857
2039;6.910E-4;0.823;0.042;1.923;6.157;166.759;0.022;1.877;0.533;0.919
2040;2.671E-4;0.846;0.027;1.299;6.166;26.565;0.014;1.868;0.535;0.911
2041;1.161E-5;1.000;0.005;6.617;6.154;116.565;0.002;2.000;0.500;1.000
2042;3.948E-4;0.759;0.035;0.805;6.161;155.225;0.017;2.183;0.458;0.925
2043;4.645E-5;1.000;0.012;3.352;6.166;143.130;0.007;1.939;0.516;0.842
2044;2.323E-5;0.740;0.010;4.190;6.166;165.964;0.002;4.000;0.250;1.000
2045;5.806E-6;1.000;0.003;9.484;6.166;135.000;0.002;1.000;1.000;1.000
2046;2.090E-4;1.000;0.020;5.993;6.173;104.036;0.014;1.265;0.790;0.900
2047;1.742E-5;1.000;0.007;4.248;6.176;135.000;0.005;1.464;0.683;0.857
2048;8.710E-5;0.429;0.024;3.402;6.193;36.870;0.007;5.004;0.200;0.600
2049;7.548E-5;0.922;0.012;5.316;6.181;101.310;0.010;1.145;0.874;0.812
2050;1.626E-4;0.943;0.019;5.740;6.181;129.806;0.014;1.189;0.841;0.918
2051;2.323E-5;1.000;0.007;3.376;6.186;135.000;0.005;1.000;1.000;1.000
2052;2.787E-4;0.967;0.024;8.916;6.207;66.038;0.017;1.381;0.724;0.906
2053;2.148E-4;0.798;0.025;6.267;6.198;16.699;0.012;2.227;0.449;0.881
2054;4.064E-5;0.647;0.013;3.614;6.190;158.199;0.005;2.982;0.335;0.824
2055;5.806E-5;1.000;0.012;7.998;6.198;36.870;0.007;1.551;0.645;0.909
2056;1.219E-4;1.000;0.015;9.704;6.200;18.435;0.012;1.116;0.896;0.857
2057;2.323E-4;0.465;0.032;8.773;6.202;167.005;0.014;2.724;0.367;0.630
2058;1.452E-4;0.381;0.032;3.417;6.210;12.995;0.008;5.967;0.168;0.685
2059;8.710E-5;0.976;0.015;9.627;6.212;51.340;0.010;1.521;0.657;0.882
2060;8.651E-4;0.346;0.069;6.583;6.205;108.435;0.031;2.070;0.483;0.595
2061;4.064E-5;1.000;0.009;8.513;6.205;123.690;0.007;1.069;0.936;0.875
2062;5.806E-6;1.000;0.003;3.605;6.207;135.000;0.002;1.000;1.000;1.000
2063;1.742E-5;1.000;0.007;4.304;6.219;45.000;0.005;1.464;0.683;0.857
2064;5.806E-5;1.000;0.012;7.263;6.214;143.130;0.007;1.559;0.641;0.909
2065;1.742E-5;1.000;0.007;8.781;6.222;45.000;0.005;1.464;0.683;0.857
2066;2.032E-4;0.834;0.023;2.137;6.236;32.005;0.014;1.765;0.566;0.833
2067;3.484E-5;1.000;0.009;9.901;6.224;123.690;0.005;1.500;0.667;1.000
2068;5.981E-4;0.821;0.035;6.118;6.251;15.945;0.029;1.197;0.836;0.873
2069;3.484E-5;1.000;0.009;7.827;6.227;123.690;0.005;1.500;0.667;1.000
2070;3.484E-5;1.000;0.009;4.612;6.234;123.690;0.005;1.500;0.667;1.000
2071;1.161E-5;1.000;0.005;8.323;6.239;153.435;0.002;2.000;0.500;1.000
2072;5.806E-5;0.982;0.011;9.882;6.241;153.435;0.009;1.316;0.760;0.769
2073;2.845E-4;0.969;0.025;8.359;6.251;11.310;0.017;1.337;0.748;0.883
2074;1.045E-4;0.755;0.019;5.137;6.253;29.745;0.009;2.638;0.379;0.837
2075;1.161E-4;0.898;0.017;5.733;6.243;123.690;0.011;1.779;0.562;0.851
2076;6.968E-5;0.967;0.013;9.263;6.260;68.199;0.007;1.579;0.633;0.889
2077;2.323E-4;0.770;0.026;9.822;6.267;41.186;0.016;1.630;0.613;0.860
2078;0.002;0.778;0.060;0.506;6.253;133.363;0.041;1.320;0.757;0.899
2079;6.387E-5;1.000;0.012;5.017;6.258;36.870;0.007;1.372;0.729;0.957
2080;2.323E-5;1.000;0.007;3.595;6.253;135.000;0.005;1.000;1.000;1.000
2081;9.290E-5;1.000;0.013;5.716;6.255;158.199;0.010;1.209;0.827;0.889
2082;1.742E-4;1.000;0.017;9.371;6.265;33.690;0.014;1.116;0.896;0.923
2083;5.806E-6;1.000;0.003;4.687;6.258;135.000;0.002;1.000;1.000;1.000
2084;2.323E-5;0.857;0.009;9.918;6.258;123.690;0.005;2.031;0.492;0.800
2085;0.001;0.694;0.050;0.586;6.260;104.036;0.036;1.275;0.784;0.868
2086;4.239E-4;0.907;0.027;0.918;6.260;116.565;0.024;1.069;0.935;0.901
2087;9.290E-5;0.652;0.017;9.475;6.275;33.690;0.010;1.983;0.504;0.727
2088;1.452E-4;1.000;0.017;5.701;6.275;33.690;0.012;1.475;0.678;0.877
2089;3.484E-5;1.000;0.009;6.027;6.263;123.690;0.007;1.291;0.775;0.800
2090;0.008;0.207;0.223;4.402;6.304;6.818;0.073;3.806;0.263;0.596
2091;5.226E-5;1.000;0.010;5.692;6.265;135.000;0.007;1.000;1.000;1.000
2092;2.787E-4;0.883;0.023;7.942;6.287;71.565;0.017;1.206;0.829;0.889
2093;1.161E-4;0.898;0.015;8.829;6.282;71.565;0.012;1.177;0.850;0.833
2094;1.568E-4;1.000;0.018;0.949;6.272;164.055;0.012;1.286;0.777;0.900
2095;0.001;0.324;0.077;0.961;6.311;12.724;0.045;1.700;0.588;0.634
2096;2.090E-4;0.622;0.030;6.036;6.270;151.390;0.011;3.094;0.323;0.818
2097;4.006E-4;0.638;0.036;8.675;6.296;36.870;0.019;2.340;0.427;0.784
2098;1.335E-4;1.000;0.016;9.718;6.277;153.435;0.012;1.227;0.815;0.902
2099;2.323E-5;0.857;0.009;8.169;6.282;56.310;0.005;2.031;0.492;0.800
2100;6.387E-5;0.976;0.012;9.463;6.282;36.870;0.009;1.450;0.689;0.846
2101;5.806E-6;1.000;0.003;4.699;6.277;135.000;0.002;1.000;1.000;1.000
2102;5.168E-4;0.492;0.047;7.369;6.277;104.744;0.020;2.739;0.365;0.715
2103;7.548E-4;0.978;0.034;3.827;6.280;111.038;0.031;1.035;0.966;0.925
2104;1.742E-5;1.000;0.007;6.554;6.282;135.000;0.005;1.464;0.683;0.857
2105;1.858E-4;0.520;0.027;6.602;6.284;100.305;0.014;2.490;0.402;0.674
2106;2.323E-5;1.000;0.007;6.260;6.287;135.000;0.005;1.000;1.000;1.000
2107;2.090E-4;0.876;0.022;7.487;6.289;116.565;0.014;1.368;0.731;0.923
2108;2.032E-4;0.473;0.033;6.564;6.301;17.103;0.009;4.787;0.209;0.805
2109;1.161E-5;1.000;0.005;2.376;6.294;116.565;0.002;2.000;0.500;1.000
2110;8.710E-5;1.000;0.013;1.827;6.299;111.801;0.010;1.295;0.772;0.857
2111;6.503E-4;0.570;0.047;2.359;6.347;66.038;0.024;2.020;0.495;0.792
2112;4.006E-4;0.924;0.027;3.014;6.325;45.000;0.022;1.197;0.836;0.873
2113;5.806E-5;0.982;0.011;4.386;6.311;26.565;0.009;1.241;0.806;0.800
2114;2.845E-4;0.734;0.029;9.576;6.306;138.366;0.018;1.931;0.518;0.803
2115;2.323E-5;1.000;0.007;9.764;6.304;135.000;0.005;1.000;1.000;1.000
2116;3.019E-4;0.922;0.023;0.933;6.328;71.565;0.020;1.040;0.962;0.860
2117;0.001;0.702;0.064;1.436;6.325;10.886;0.029;2.495;0.401;0.901
2118;4.935E-4;0.738;0.039;1.940;6.318;172.875;0.019;1.888;0.530;0.909
2119;3.484E-5;0.916;0.010;7.364;6.313;45.000;0.007;1.593;0.628;0.857
2120;5.806E-6;1.000;0.003;6.612;6.308;135.000;0.002;1.000;1.000;1.000
2121;3.484E-5;1.000;0.009;9.566;6.311;123.690;0.007;1.291;0.775;0.800
2122;4.935E-4;0.614;0.042;9.246;6.337;23.629;0.020;2.413;0.414;0.746
2123;3.077E-4;0.957;0.023;1.280;6.323;161.565;0.019;1.205;0.830;0.891
2124;9.871E-5;1.000;0.014;3.778;6.330;59.036;0.010;1.134;0.882;0.919
2125;1.219E-4;0.466;0.021;4.610;6.318;125.538;0.015;1.331;0.751;0.592
2126;4.645E-5;1.000;0.011;9.711;6.325;26.565;0.007;1.605;0.623;0.800
2127;2.903E-5;1.000;0.009;5.161;6.328;56.310;0.005;1.553;0.644;0.909
2128;4.355E-4;0.693;0.038;8.024;6.323;129.806;0.020;2.056;0.486;0.838
2129;5.052E-4;0.957;0.031;6.711;6.349;38.660;0.024;1.280;0.781;0.921
2130;2.323E-5;1.000;0.007;6.516;6.337;135.000;0.005;1.000;1.000;1.000
2131;1.045E-4;1.000;0.014;6.834;6.347;30.964;0.012;1.220;0.819;0.857
2132;2.381E-4;0.826;0.025;8.711;6.340;163.301;0.014;1.955;0.512;0.854
2133;4.413E-4;0.549;0.031;8.376;6.357;22.620;0.024;1.340;0.746;0.779
2134;1.858E-4;0.936;0.021;8.588;6.340;110.556;0.012;1.668;0.599;0.901
2135;1.277E-4;1.000;0.015;4.299;6.342;128.660;0.012;1.083;0.923;0.936
2136;5.806E-6;1.000;0.003;9.243;6.347;135.000;0.002;1.000;1.000;1.000
2137;1.161E-5;1.000;0.005;10.188;6.347;153.435;0.002;2.000;0.500;1.000
